venue_code,title,start_date,end_date,summary,url,notes,swept_at
acq,"James Rosenquist at MoMA F-111 on view in The Werner and Elaine Dannheisser Gallery, Fourth Floor",2012-01-26,,,https://www.acquavellagalleries.com/exhibitions/james-rosenquist-at-moma,"Found on the venue's ""all (current/upcoming/past)"" listing page. No closing date found anywhere on the venue's pages. The text on this page is not a description of the exhibition, so no summary was written.",2026-09-13T04:27:16.428Z
brera,Beauty and the Ideal,2025-05-16,2027-05-17,"Canova's restored plaster busts, marble Vestal, and enamel miniatures.",https://pinacotecabrera.org/en/news/mostra/beauty-and-the-ideal/,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past"" page.",2026-09-13T04:29:04.356Z
brera,Pinacoteca viaggiante,2025-05-16,2027-05-17,"In English: The Travelling Picture Gallery. — Sommariva's 99 enamel miniatures, his 'portable' painting collection.",https://pinacotecabrera.org/en/news/mostra/pinacoteca-viaggiante/,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past"" page.",2026-09-13T04:29:04.356Z
brera,Giovanni Agostino da Lodi. An itinerant painter between Leonardo and Giorgione,2026-05-26,2026-09-13,"Giovanni Agostino da Lodi's rediscovered career, alongside Bellini and Giorgione.",https://pinacotecabrera.org/en/news/mostra/giovanni-agostino-da-lodi-a-traveling-painter-between-leonardo-and-giorgione/,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past"" page.",2026-09-13T04:29:04.356Z
brera,Oman and Italy: Two Millennia of Cross-Civilisational Dialogue,2026-06-18,2026-09-13,"Two millennia of trade and exchange, Oman and Italy.",https://pinacotecabrera.org/en/news/mostra/oman-and-italy-two-millennia-of-cross-civilisational-dialogue/,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past"" page.",2026-09-13T04:29:04.356Z
brera,[upcoming page],,,,https://pinacotecabrera.org/en/exhibitions-and-events/exhibitions/?current_page=1&date=scheduled,"The venue's ""upcoming"" listing page loaded but no exhibitions could be read from it. Marker row, not an exhibition.",2026-09-13T04:29:04.356Z
brera,"Giorgio Armani. Milano, per amore",2025-09-24,2026-05-03,"In English: Giorgio Armani. Milan, for Love. — Over 120 Armani creations woven through the museum's paintings.",https://pinacotecabrera.org/en/news/mostra/giorgio-armani-milano-per-amore/,"Found on the venue's ""past"" listing page. opening date read from a sentence, not a date field: ""September 24, 2025, to January 11, 2026"". The venue extended this exhibition; it first announced 2026-01-11 as the closing date.",2026-09-13T04:29:04.356Z
brera,La grande pittura italiana,2025-05-24,2025-07-27,"In English: Great Italian Painting. — 25 confiscated paintings by postwar Italian masters, Guttuso to Novelli.",https://pinacotecabrera.org/en/news/mostra/la-grande-pittura-italiana/,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:04.356Z
brera,Buon Compleanno Linus,2025-06-03,2025-09-09,"In English: Happy Birthday Linus. — Sixty years of Linus, the comics magazine, honouring Altan.",https://pinacotecabrera.org/en/news/mostra/buon-compleanno-linus/,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:04.356Z
brit,[current/upcoming page],,,,https://www.britishmuseum.org/exhibitions-events,"The venue's ""current/upcoming"" listing page loaded but no exhibitions could be read from it. Marker row, not an exhibition.",2026-09-13T04:29:09.875Z
brit,[past page],,,,https://www.britishmuseum.org/exhibitions-events/past-exhibitions,"The venue's ""past"" listing page could not be read: the venue’s site refused us (HTTP 403). Marker row, not an exhibition.",2026-09-13T04:29:09.875Z
dellav,Transforming Energy: Marina Abramović,2026-05-06,2026-10-18,"Marina Abramović's performance art, marking her 80th birthday.",https://www.gallerieaccademia.it/en/exhibition/transforming-energy-marina-abramovic/,"Found on the venue's ""current"" listing page. opening date read from a sentence, not a date field: ""6 May 2026-18 October 2026"".",2026-09-13T04:29:43.197Z
dellav,TransLucent — The Form of Light,2026-09-10,2026-11-22,"Leiko Ikemura's glass sculptures, in dialogue with Venetian painting.",https://www.gallerieaccademia.it/en/exhibition/leiko-ikemura-translucent-the-shape-of-light/,"Found on the venue's ""current"" listing page. opening and closing date read from a sentence, not a date field: ""10 set 2026 - 22 nov 2026"".",2026-09-13T04:29:43.197Z
frick,"Siena: The Art of Bronze, 1450–1500",2026-10-15,2027-01-18,"Sienese Renaissance bronzes by Donatello, Vecchietta, and Francesco di Giorgio.",https://www.frick.org/exhibitions/siena,"Found on the venue's ""current/upcoming"" listing page. opening and closing date read from a sentence, not a date field: ""October 15, 2026 to January 18, 2027"".",2026-09-13T04:28:05.429Z
frick,Kent Monkman: Officer and Laughing Girl,2026-11-12,2027-02-22,Monkman's paintings responding to Vermeer's Officer and Laughing Girl.,https://www.frick.org/exhibitions/monkman,"Found on the venue's ""current/upcoming"" listing page. opening and closing date read from a sentence, not a date field: ""November 12, 2026 to February 22, 2027"".",2026-09-13T04:28:05.429Z
frick,Painting with Fire: Susanne de Court and the Art of Enamel,2027-04-08,2027-07-12,"Susanne de Court's enamels, the first exhibition of her work.",https://www.frick.org/exhibitions/de_court,"Found on the venue's ""current/upcoming"" listing page. opening and closing date read from a sentence, not a date field: ""April 8, 2027 to July 12, 2027"".",2026-09-13T04:28:05.429Z
frick,Ruffles & Ribbons: Fashion Plates from the Time of Marie Antoinette,2026-04-01,2026-08-03,"Late 18th-century French fashion plates, from Gallerie des Modes.",https://www.frick.org/exhibitions/ruffles,"Found on the venue's ""current/upcoming"" listing page. Also listed on the venue's ""past"" page.",2026-09-13T04:28:05.429Z
frick,Gainsborough: The Fashion of Portraiture,2026-02-12,2026-05-25,"Gainsborough's portraits explored through fashion, his first NY show.",https://www.frick.org/exhibitions/gainsborough,"Found on the venue's ""current/upcoming"" listing page. Also listed on the venue's ""past"" page.",2026-09-13T04:28:05.429Z
frick,To the Holy Sepulcher: Treasures from the Terra Sancta Museum,2025-10-02,2026-01-05,"Treasures from Jerusalem's Holy Sepulcher, on their first US stop.",https://www.frick.org/exhibitions/holy_sepulcher,"Found on the venue's ""current/upcoming"" listing page. Also listed on the venue's ""past"" page.",2026-09-13T04:28:05.429Z
frick,Flora Yukhnovich's Four Seasons,2025-09-03,2026-03-09,"Yukhnovich's mural, reimagining Boucher's Four Seasons in the Cabinet.",https://www.frick.org/exhibitions/yukhnovich,"Found on the venue's ""past"" listing page. opening and closing date read from a sentence, not a date field: ""September 3, 2025 to March 9, 2026"".",2026-09-13T04:28:05.429Z
frick,Vermeer’s Love Letters,2025-06-18,2025-08-31,"Three Vermeers on the theme of love letters, reunited.",https://www.frick.org/exhibitions/vermeer_love_letters,"Found on the venue's ""past"" listing page. opening and closing date read from a sentence, not a date field: ""June 18, 2025 to August 31, 2025"".",2026-09-13T04:28:05.429Z
frick,Porcelain Garden: Vladimir Kanevsky at The Frick Collection,2025-04-17,2025-11-17,"Kanevsky's lifelike porcelain flowers, evoking the museum's original bouquets.",https://www.frick.org/exhibitions/kanevsky,"Found on the venue's ""past"" listing page. opening and closing date read from a sentence, not a date field: ""April 17, 2025 to November 17, 2025"".",2026-09-13T04:28:05.429Z
frick,Highlights of Drawings from The Frick Collection,2025-04-17,2025-08-11,"Drawings from the Frick's own collection, Pisanello to Degas.",https://www.frick.org/exhibitions/highlights_drawings,"Found on the venue's ""past"" listing page. opening and closing date read from a sentence, not a date field: ""April 17, 2025 to August 11, 2025"".",2026-09-13T04:28:05.429Z
khm,Canaletto & Bellotto,2026-03-24,2026-09-06,Canaletto and his nephew Bellotto's precise city views.,https://www.khm.at/en/exhibitions/canaletto-bellotto,"Found on the venue's ""current"" listing page.",2026-09-13T04:29:26.002Z
khm,Head and Shoulders. Coins in Fashion,2025-11-11,,"Over a hundred coin portraits, tracing 2,400 years of fashion.",https://www.khm.at/en/exhibitions/head-and-shoulders-coins-in-fashion,"Found on the venue's ""current"" listing page. Also listed on the venue's ""upcoming"" page. No closing date found anywhere on the venue's pages.",2026-09-13T04:29:26.002Z
khm,My Story – Ancient Female Portraits and Their Afterlife,,2026-09-20,"Two previously unexhibited Roman portraits of women, including Julia.",https://www.khm.at/en/exhibitions/my-story-ancient-female-portraits-and-their-afterlife,"Found on the venue's ""current"" listing page. Also listed on the venue's ""upcoming"" page. No opening date published while this exhibition is running.",2026-09-13T04:29:26.002Z
khm,Crime Scene Ephesus,2026-10-20,2027-03-29,"Cleopatra's sister Arsinoë's unsolved murder mystery, archaeology at Ephesus.",https://www.khm.at/en/exhibitions/crime-scene-ephesus,"Found on the venue's ""upcoming"" listing page.",2026-09-13T04:29:26.002Z
khm,Bernini - Painter and Sculptor,2026-12-02,2027-04-04,"A reattributed portrait, now credited to Bernini the painter.",https://www.khm.at/en/exhibitions/bernini-painter-and-sculptor,"Found on the venue's ""upcoming"" listing page.",2026-09-13T04:29:26.002Z
khm,Prime Time – Travelling with a Roman Portable Sundial,2026-09-25,2027-03-14,How a Roman portable sundial told the time.,https://www.khm.at/en/exhibitions/prime-time-travelling-with-a-roman-portable-sundial,"Found on the venue's ""upcoming"" listing page.",2026-09-13T04:29:26.002Z
louvre,Primeval Waters,2026-05-20,2027-03-15,Ancient Mesopotamia's earliest water and irrigation engineering.,https://www.louvre.fr/en/exhibitions-and-events/exhibitions/primeval-waters,"Found on the venue's ""current/upcoming"" listing page. Also listed on the venue's ""past"" page. Also listed on the venue's ""past 2025"" page. Also listed on the venue's ""past 2024"" page.",2026-09-13T04:30:10.364Z
louvre,Zurbarán,2026-10-07,2027-01-25,A joint Zurbarán retrospective with the National Gallery and Chicago.,https://www.louvre.fr/en/exhibitions-and-events/exhibitions/zurbaran,"Found on the venue's ""current/upcoming"" listing page.",2026-09-13T04:30:10.364Z
louvre,Sculpting Colour,2026-10-07,2027-01-25,"Polychrome Spanish sculpture by Gregorio Fernández, shown alongside Zurbarán.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/sculpting-colour,"Found on the venue's ""current/upcoming"" listing page.",2026-09-13T04:30:10.364Z
louvre,Louvre Photo,2026-11-04,2027-05-03,"Over 300 photographs of the Louvre itself, across history.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/louvre-photo,"Found on the venue's ""current/upcoming"" listing page.",2026-09-13T04:30:10.364Z
louvre,Affinities,2026-06-24,2026-12-31,"Islamic art's influence on European decorative arts, fifty objects.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/affinities,"Found on the venue's ""current/upcoming"" listing page.",2026-09-13T04:30:10.364Z
louvre,Michel Lacoste’s donation to the musée du Louvre,2026-06-26,2027-01-11,Michel Lacoste's gift of a hundred precious metalwork pieces.,https://www.louvre.fr/en/exhibitions-and-events/exhibitions/michel-lacoste-s-donation-to-the-musee-du-louvre,"Found on the venue's ""current/upcoming"" listing page.",2026-09-13T04:30:10.364Z
louvre,Hosts at the Louvre,2026-09-24,2026-12-14,Kader Attia and Elizabeth Peyton's two-year Louvre residencies.,https://www.louvre.fr/en/exhibitions-and-events/exhibitions/hosts-at-the-louvre,"Found on the venue's ""current/upcoming"" listing page.",2026-09-13T04:30:10.364Z
louvre,Michelangelo Rodin,2026-04-15,2026-07-20,"Michelangelo and Rodin's sculpture in dialogue, body and soul.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/michelangelo-rodin,"Found on the venue's ""past"" listing page.",2026-09-13T04:30:10.364Z
louvre,Martin Schongauer,2026-04-08,2026-07-20,"Schongauer's near-complete paintings, alongside his celebrated engravings.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/martin-schongauer,"Found on the venue's ""past"" listing page.",2026-09-13T04:30:10.364Z
louvre,The Carracci Drawings,2025-11-05,2026-02-02,"Annibale Carracci's Farnese Gallery frescoes, recreated through preparatory drawings.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/the-carracci-drawings,"Found on the venue's ""past"" listing page.",2026-09-13T04:30:10.364Z
louvre,Jacques-Louis David,2025-10-15,2026-01-26,"Jacques-Louis David's revolutionary paintings, on his death's bicentennial.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/jacques-louis-david,"Found on the venue's ""past"" listing page.",2026-09-13T04:30:10.364Z
louvre,The Met at the Louvre,2024-02-29,2025-12-14,"Ten ancient Near Eastern works, on loan from the Met.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/the-met-at-the-louvre,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page.",2026-09-13T04:30:10.364Z
louvre,A Passion for China,2025-05-14,2025-08-25,"Adolphe Thiers's collection of Chinese art, 170 objects.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/a-passion-for-china,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page.",2026-09-13T04:30:10.364Z
louvre,LOUVRE COUTURE,2025-01-24,2025-08-24,Sixty-five fashion designs in dialogue with Louvre's decorative arts.,https://www.louvre.fr/en/exhibitions-and-events/exhibitions/louvre-couture,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page.",2026-09-13T04:30:10.364Z
louvre,Mamluks,2025-04-30,2025-07-28,"The Mamluk sultanate's art and culture, nearly 260 works.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/mamluks,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page.",2026-09-13T04:30:10.364Z
louvre,The Experience of Nature,2025-03-19,2025-06-30,Art and science entwined at Emperor Rudolf II's court.,https://www.louvre.fr/en/exhibitions-and-events/exhibitions/the-experience-of-nature,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page.",2026-09-13T04:30:10.364Z
louvre,A New Look at Cimabue,2025-01-22,2025-05-12,,https://www.louvre.fr/en/exhibitions-and-events/exhibitions/a-new-look-at-cimabue,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page. This exhibition's own page could not be read: the venue’s site refused us (HTTP 429).",2026-09-13T04:30:10.364Z
louvre,"Guillon-Lethière, ""born in Guadeloupe""",2024-11-13,2025-02-17,"Guillon-Lethière's rediscovered paintings, the first show on him.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/guillon-lethiere-born-in-guadeloupe,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page.",2026-09-13T04:30:10.364Z
louvre,A new look at Watteau,2024-10-16,2025-02-03,"Watteau's mysterious Pierrot, examined after fresh restoration work.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/a-new-look-at-watteau,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page.",2026-09-13T04:30:10.364Z
louvre,Figures of the Fool,2024-10-16,2025-02-03,,https://www.louvre.fr/en/exhibitions-and-events/exhibitions/figures-of-the-fool,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page. This exhibition's own page could not be read: the venue’s site refused us (HTTP 429).",2026-09-13T04:30:10.364Z
louvre,Masterpieces from the Torlonia collection,2024-06-26,2025-01-06,"The Torlonia princes' ancient Roman marbles, first shown abroad.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/masterpieces-from-the-torlonia-collection,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2025"" page.",2026-09-13T04:30:10.364Z
louvre,Olympism,2024-04-24,2024-09-16,"The origins of the modern Olympic Games, via Gilliéron's art.",https://www.louvre.fr/en/exhibitions-and-events/exhibitions/olympism,"Found on the venue's ""past"" listing page. Also listed on the venue's ""past 2024"" page.",2026-09-13T04:30:10.364Z
menil,Wall Drawing Series: Jitish Kallat,2026-09-10,2027-08-08,Jitish Kallat's site-specific wall drawing for the Drawing Institute.,https://www.menil.org/exhibition/wall-drawing-series-jitish-kallat,"Found on the venue's ""current"" listing page.",2026-09-13T04:29:43.604Z
menil,Fragility,2026-09-10,2027-01-24,"Paper as material, with works by Krasner, Hamilton, and Zarina.",https://www.menil.org/exhibition/fragility,"Found on the venue's ""current"" listing page.",2026-09-13T04:29:43.604Z
menil,John Akomfrah: The Hour Of The Dog,2026-04-24,2026-10-11,Akomfrah's six-channel video on Civil Rights-era youth activism.,https://www.menil.org/exhibition/john-akomfrah-the-hour-of-the-dog,"Found on the venue's ""current"" listing page.",2026-09-13T04:29:43.604Z
menil,"Foyer Installation: Mel Bochner, Chryssa, and Dorothy Hood",2026-04-01,2026-10-25,"Foyer selection of works by Bochner, Chryssa, and Hood.",https://www.menil.org/exhibition/foyer-installation-mel-bochner-chryssa-and-dorothy-hood,"Found on the venue's ""current"" listing page.",2026-09-13T04:29:43.604Z
menil,Southern Outsider Artists,2026-05-06,2026-12-13,"Self-taught Southern artists, Dial, Swearingen, Bolden, Butler, and Harvey.",https://www.menil.org/exhibition/southern-outsider-artists,"Found on the venue's ""current"" listing page.",2026-09-13T04:29:43.604Z
menil,Terry Winters: Vitalized Geometry,2026-09-25,2027-04-04,Four decades of Winters's printmaking practice.,https://www.menil.org/exhibition/terry-winters-vitalized-geometry,"Found on the venue's ""upcoming"" listing page.",2026-09-13T04:29:43.604Z
menil,How to Make an Exhibition: The Story of Jermayne MacAgy,2026-12-11,2027-07-18,Legacy of groundbreaking curator MacAgy.,https://www.menil.org/exhibition/how-to-make-an-exhibition-the-story-of-jermayne-macagy,"Found on the venue's ""upcoming"" listing page.",2026-09-13T04:29:43.604Z
menil,"D’MBA: Beauty, Desire, and Collecting an African Mask",2027-05-14,2027-11-07,African d'mba headdresses and their collectors.,https://www.menil.org/exhibition/d-mba-beauty-desire-and-collecting-an-african-mask,"Found on the venue's ""upcoming"" listing page.",2026-09-13T04:29:43.604Z
menil,Sedona Surreal: Max Ernst and Dorothea Tanning in the American Southwest,2027-09-17,2028-03-12,Ernst and Tanning's surrealist years in Sedona.,https://www.menil.org/exhibition/sedona-surreal-max-ernst-and-dorothea-tanning-in-the-american-southwest,"Found on the venue's ""upcoming"" listing page.",2026-09-13T04:29:43.604Z
menil,Photography from The Menil Collection: Curated by Wendy Watriss,2025-12-12,2026-08-16,Documentary photographs selected by Watriss.,https://www.menil.org/exhibition/photography-from-the-menil-collection-curated-by-wendy-watriss,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,The Gift of Drawing: Cy Twombly,2026-03-27,2026-08-09,"Three decades of Twombly drawings, newly gifted.",https://www.menil.org/exhibition/the-gift-of-drawing-cy-twombly,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,Wall Drawing Series: Gladys Nilsson,2025-09-05,2026-08-09,Nilsson's site-specific wall drawing of hybrid beings.,https://www.menil.org/exhibition/wall-drawing-series-gladys-nilsson,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,From the Sea,2025-08-20,2026-05-03,Artworks related to the sea.,https://www.menil.org/exhibition/from-the-sea,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,Foyer Installation: Pop Art,2025-08-20,2026-03-29,Pop art from the permanent collection.,https://www.menil.org/exhibition/foyer-installation-pop-art,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,Robert Rauschenberg: Fabric Works of the 1970s,2025-09-19,2026-03-01,Rauschenberg's fabric sculptures from the 1970s.,https://www.menil.org/exhibition/robert-rauschenberg-fabric-works-of-the-1970s,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,Lines of Resolution: Drawing at the Advent of Television and Video,2025-10-04,2026-02-08,Drawing's relationship to television and video.,https://www.menil.org/exhibition/lines-of-resolution-drawing-at-the-advent-of-television-and-video,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,The Space Between Looking and Loving: Francesca Fuchs and the de Menil House,2025-05-23,2025-11-02,Fuchs's new work on the de Menil house.,https://www.menil.org/exhibition/the-space-between-looking-and-loving-francesca-fuchs-and-the-de-menil-house,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,Foyer Installation: René Magritte,2025-04-02,2025-08-17,Magritte paintings from the Menil Collection.,https://www.menil.org/exhibition/foyer-installation-rene-magritte,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,"Animals, Monsters, and Creatures from the Collection",2025-01-29,2025-08-17,"Paintings and objects of monstrous, fantastic creatures.",https://www.menil.org/exhibition/animals-monsters-and-creatures-from-the-collection,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,What drawing can be: four responses,2025-03-21,2025-08-10,Four artists stretch the boundaries of drawing.,https://www.menil.org/exhibition/what-drawing-can-be-four-responses,"Found on the venue's ""past"" listing page.",2026-09-13T04:29:43.604Z
menil,Wall Drawing Series: Ronny Quevedo,2024-09-13,2025-08-10,Quevedo's site-specific wall drawing triptych.,https://www.menil.org/exhibition/wall-drawing-series-ronny-quevedo,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Joe Overstreet: Taking Flight,2025-01-24,2025-07-13,First major Overstreet exhibition in thirty years.,https://www.menil.org/exhibition/joe-overstreet-taking-flight,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Tacita Dean: Blind Folly,2024-10-11,2025-04-19,"Dean's chance-based drawings, films and prints.",https://www.menil.org/exhibition/tacita-dean-blind-folly,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Out of Thin Air: Emerging Forms,2024-09-20,2025-01-26,"Artworks of emerging, indeterminate forms.",https://www.menil.org/exhibition/out-of-thin-air-emerging-forms,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Fragments of Memory,2024-09-20,2025-01-26,Drawings exploring personal and collective memory.,https://www.menil.org/exhibition/fragments-of-memory,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Portraits of Women from the Collection,2024-03-16,2024-11-10,"Portraits of women, featuring a new Neel acquisition.",https://www.menil.org/exhibition/portraits-of-women-from-the-collection,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,"Longing, Grief, and Spirituality: Art Since 1980",2023-06-15,2024-10-10,Forty years of art expressing grief and spirituality.,https://www.menil.org/exhibition/longing-grief-and-spirituality-art-since-1980,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Foyer Installation: On Kawara,2024-05-08,2024-09-15,Kawara's Date Paintings marking the Moon landing.,https://www.menil.org/exhibition/foyer-installation-on-kawara,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Abstraction after Modernism: Recent Acquisitions,2024-04-26,2024-08-25,Recent acquisitions in abstraction after Modernism.,https://www.menil.org/exhibition/abstraction-after-modernism-recent-acquisitions,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Wall Drawing Series: Marc Bauer,2023-09-22,2024-08-18,Bauer's charcoal mural on history and politics.,https://www.menil.org/exhibition/wall-drawing-series-marc-bauer,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Janet Sobel: All-Over,2024-02-23,2024-08-11,Sobel's pioneering all-over abstract paintings reunited.,https://www.menil.org/exhibition/janet-sobel-all-over,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
menil,Ruth Asawa Through Line,2024-03-22,2024-07-21,"Asawa's lifelong drawing practice, first surveyed.",https://www.menil.org/exhibition/ruth-asawa-through-line,"Found on the venue's ""past p2"" listing page.",2026-09-13T04:29:43.604Z
moma,[current/upcoming page],,,,https://www.moma.org/calendar/exhibitions,"The venue's ""current/upcoming"" listing page could not be read: the venue’s site refused us (HTTP 403). Marker row, not an exhibition.",2026-09-13T04:29:05.306Z
moma,[past page],,,,https://www.moma.org/calendar/exhibitions/history,"The venue's ""past"" listing page could not be read: the venue’s site refused us (HTTP 403). Marker row, not an exhibition.",2026-09-13T04:29:05.306Z
morgan,[current page],,,,https://www.themorgan.org/exhibitions/current,"The venue's ""current"" listing page could not be read: the venue’s site refused us (HTTP 403). Marker row, not an exhibition.",2026-09-13T04:27:52.570Z
morgan,[upcoming page],,,,https://www.themorgan.org/exhibitions/upcoming,"The venue's ""upcoming"" listing page could not be read: the venue’s site refused us (HTTP 403). Marker row, not an exhibition.",2026-09-13T04:27:52.570Z
