venue_code,title,start_date,end_date,summary,url,notes,swept_at
mad,Ruhlmann decorator,2025-03-12,2025-06-01,"History has established Jacques-Émile Ruhlmann as the true champion of the 1925 exhibition. From March 12 to June 1, 2025, the Musée des Arts Décoratifs will open the centennial celebration of the 1925 event with a tribute to this exceptional decorator, through drawings, wallpapers and photographs from its collections. While he occasionally participated in the decoration through his furnishings of the Pavilion of the Society of Decorative Artists – a project of the French Embassy – it was in the Collector’s Pavilion that he created an original work. In a building commissioned by his friend the architect Pierre Patout, and soon to be known as the Ruhlmann Pavilion, he designed an ideal home, which he completed, in coordination with with nearly fifty artists.",https://madparis.fr/Jacques-Emile-Ruhlmann-decorator,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,Rococo & co: From Nicolas Pineau to Cindy Sherman,2025-03-12,2025-05-18,"On the occasion of the Dessin 2025 fair, the Musée des Arts Décoratifs is paying tribute to Nicolas Pineau, an ornamental sculptor and architect, one of the major figures of the artistic renewal at the beginning of the 18th century. From its origins at the beginning of the 18th century, the exhibition explores the evolution of the Rococo style and its reappearance in contemporary design and fashion, including Art Nouveau and psychedelic art. Nearly 200 drawings, pieces of furniture, woodwork, objets d’art, lighting, ceramics and fashion items engage in a playful dialogue of curves and counter-curves. Nicolas Pineau and Juste Aurèle Meissonnier are joined by Louis Majorelle, Jean Royère, Alessandro Mendini, Mathieu Lehanneur, the fashion designers Tan Giudicelli and Vivienne Westwood, and the artist Cindy Sherman.",https://madparis.fr/Rococo-co-From-Nicolas-Pineau-to-Cindy-Sherman,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,"Christofle, a brilliant story",2024-11-14,2025-04-20,"The Musée des Arts décoratifs presents a major exhibition on the Maison Christofle, showing how, from its foundation in the 1830s to the present day, this line of talented goldsmiths, begun by Charles Christofle (1805-1863) and Henri Bouilhet (1830-1910), transformed the lines and decorations of silverware, allowing it to become a feature of daily life. Through an immersive and magical exhibition, this large retrospective features a selection of over six hundred pieces of gold and silverwork, paintings, drawings, and posters, from the Bouilhet-Christofle Collection and other major national collections. The first exhibition of this scale, it has been organized by the Musée des Arts décoratifs, which has always maintained close links with the Maison Christofle, recognized as part of France’s tangible heritage since the second half of the 19th century. Guided tours and workshop are available in French, English, Italian and Spanish. Guided tours and workshop are available in French, English, Italian and Spanish.",https://madparis.fr/Christofle-a-brilliant-story,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,Private Lives: from the Bedroom to Social Media,2024-10-15,2025-03-30,"The Musée des Arts Décoratifs takes you on a fascinating journey into the heart of our inner sanctum through a history of privacy, from the 18th century to the present day. 470 works, including paintings and photographs, as well as decorative art objects, reveal how the private sphere has evolved. From the bedroom as seen by Henri Cartier-Bresson or Nan Goldin and 19th-century wrought-iron beds to the “lit-clos” of the Bouroullec brothers’, from the commode chair to the urinal for women, from waterless hygiene products to the bathroom, from aristocratic beauty to mass consumption, from licentious books to sex toys, from the Walkman to social networks and influence, through the tools of surveillance and protection, the exhibition shows how privacy came to be, and the profound changes it has undergone since then. The increasingly blurred and porous boundaries between private and public have sparked much debates. Guided tours and workshop are available in French, English, Italian and Spanish. Guided tours and workshop are available in French, English, Italian and Spanish.",https://madparis.fr/Exhibition-L-intime-de-la-chambre-aux-reseaux-sociaux,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,Fashion. Next Gen. ANDAM’s 35th Anniversary,2024-10-01,2025-03-30,"From October 1, 2024, to March 30, 2025, the Musée des Arts Décoratifs celebrates the 35th anniversary of the ANDAM (National Association for the Development of Fashion Arts) through a selection of 17 fashion silhouettes, showcasing its visionary perspective on young creation. The Musée des Arts Décoratifs is home to the national collection of fashion and textiles, which is among the world’s most substantial, spanning from the 18th century to the present. Since 1989, ANDAM has annually awarded emerging designers from the French and international scenes, providing them with the means, through its competition and comprehensive support program, to establish themselves sustainably in the fashion landscape. The collaboration between the Musée des Arts Décoratifs and ANDAM aims to highlight these new fashion players. Winners are invited to offer emblematic pieces from their award-winning collections each year, enriching the museum’s archives of contemporary fashion. Through themes such as the art of tailoring, body deformation, or transparency, the silhouettes and accessories of the 2023 and 2024 winners converse with those of their predecessors from the Museum’s collections. This presentation highlights ANDAM’s openness to the diversity of fashion, which is characterized by aesthetic proposals, technical research and craftsmanship, and the expression of each creator’s personal universe. With the support of ANDAM, Nathalie Dufour, Founder and CEO of ANDAM, and its President Guillaume Houzé, Director of Image and Communication, Member of the Executive Committee of the Galeries Lafayette Group, President of the Galeries Lafayette Corporate Foundation. Featured fashion designers: Martin Margiela, Olivier Guillemin, Gareth Pugh, Udo Edling, Jeremy Scott, Vicente Rey, Koché, Vincent Rubin, Marine Serre, Stéphanie D’Heygère, Ludovic de Saint-Sernin, Ester Manas, Louis-Gabriel Nouchi, Duran Lantink, Ruslan Baginskiy, 31 Février, Glenn Martens for Y/Project, Arthur Avellano, Char",https://madparis.fr/Mode-nouvelles-generations-35-ans-de-L-ANDAM-2483,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,Fashion in the making. Photographs of 1920s and 1930s designs,2024-11-06,2025-01-26,"The exhibition “La mode en modèles” on view from November 6, 2024 to February 26, 2025, presents a selection from the museum’s collection of photographic deposits of fashion models. More than one hundred photographs, drawings, films, and haute couture dresses provide an overview of Parisian fashion creation during the Roaring Twenties, from 1917 to 1939. These often overlooked images, crucial to the legal protection of fashion houses, offer a detailed look at the work of major couturiers, from the Callot sisters to Jeanne Paquin, from Jeanne Lanvin to Elsa Schiaparelli, including Madeleine Vionnet and Jean Patou. They allow us to trace the evolution of fashion innovation and aesthetics during this iconic period. Guided tours and workshop are available in French, English, Italian and Spanish. Guided tours and workshop are available in French, English, Italian and Spanish.",https://madparis.fr/Fashion-in-the-making-Photographs-of-1920s-and-1930s-designs,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,Luxury in China. Asia Week Paris 2024,2024-06-06,2024-11-24,"On the occasion of the 60th anniversary of cultural relations between China and France and the 7th edition of Asia Week, the Musée des Arts Décoratifsis presenting a new presentation of an important ensemble of Chinese works in its permanent exhibition. This new presentation highlights the exceptional nature of certain materials and numerous Chinese crafting techniques used since antiquity to create luxury objects. These techniques allowed the sublimation of materials such as jade and other hard stones, porcelain, cloisonné or painted enamel, bronze, lacquered wood, feathers, and glass. All the works presented have been selected from the national collections of the Musée des Arts Décoratifs. They illustrate the production of the Yuan (1279-1368), Ming (1368-1644) and Qing (1644-1912) dynasties from the 13th century to the end of the 19th century. This presentation also tells the story of the museum’s collection and the sources of inspiration that these objects have been for artists, designers, and manufacturers for more than 150 years, from the Chinoiserie period of the 18th century to the second half of the 19th century and the Art Nouveau period. The tour begins in the Jewelry Gallery and continues through the permanent galleries, from the medieval halls to the contemporary rooms. Musée des Arts Décoratifs 107, rue de Rivoli 75001 Paris France Phone: +33 (0)1 44 55 57 50",https://madparis.fr/Objets-de-luxe-en-Chine-Printemps-Asiatique-2024-2480,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,"Fashion, Design, Jewellery Exhibit",2024-04-03,2024-11-17,"In April 2024, the Musée des Arts décoratifs will open a new exhibit in the rooms housing the permanent collection devoted to contemporary design, from levels 5 to 9 of the Pavillon de Marsan. For the first time, this presentation will include a selection of fashion and jewellery creations: some thirty couture or ready-to-wear pieces and approximately fifty accessories and jewellery creations that resonate with the museum’s design masterpieces from the 20th century to the present day. In this context, with recent additions to the rooms hosting the Lalanne bequest and the new acquisitions of the Design Circle, the chosen fashion and jewellery works will sublimate the design and artisanal creations already on display, whether in terms of similarities in form or design, or chronologically. This presentation pays a special tribute to the couturiers and creators who have recently contributed to the enrichment of the museum’s collections by means of generous donations. Discover the creations of Balmain, Andrea Crews, Comme des Garçons, Schiaparelli, Issey Miyake, Xuly Bët, Fred Sathal, Elizabeth de Senneville, Valentino, Paco Rabanne, Christian Dior, Hermès, Lanvin, Louis Vuitton, Van Cleef and Arpels, Line Vautrin, Gilles Jonemann, Helmut Lang, Christian Astuguevieille, and many others. Musée des Arts Décoratifs 107, rue de Rivoli 75001 Paris France Phone: +33 (0)1 44 55 57 50",https://madparis.fr/Parcours-mode-bijoux-design-2420,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,Off-site - The Adorned Body : French Fashion and Jewellery 1770–1910,2024-06-24,2024-10-14,"Presented at The Hong Kong Palace Museum in partnership with the Musée des Arts Décoratifs, the exhibition “The Adorned Body: French Fashion and Jewellery 1770–1910” showcases nearly 400 stunning pieces of French costumes, jewellery, and fashion accessories from the collection of the Musée des Arts Décoratifs highlighting the fascinating stories about the evolution of fashion and jewellery in France and the interplay of cultures that shaped French fashion.",https://madparis.fr/Off-site-The-Adorned-Body-French-Fashion-and-Jewellery-1770-1910,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
mad,"The Birth of Department Stores. Fashion, design, toys, advertising. 1852-1925.",2024-04-10,2024-10-13,"From 10 April to 13 October 2024, the Musée des Arts Décoratifs is devoting an exhibition to the birth of department stores, which in the mid-nineteenth century became the new temples of modernity and consumerism. Au Bon Marché, Les Grands Magasins du Louvre, Le Printemps, La Samaritaine, and Les Galeries Lafayette reveal their multiple facets through the prisms of history, politics, and society, from the Second Empire up until their consecration during the International Exhibition of Modern Decorative and Industrial Arts of 1925. Guided tours and workshop are available in French, English, Italian and Spanish.",https://madparis.fr/The-Birth-of-Department-Stores-Fashion-design-toys-advertising-1852-1925,"Found on the venue's ""past"" listing page.",2026-09-26T01:48:19.782Z
