venue_code,title,start_date,end_date,summary,url,notes
uffizi,Carlo Maria Mariani. Arte oltre il tempo,,,"""Carlo Maria Mariani. Arte beyond time"" is the title of the exhibition hosted in the Andito degli Angiolini in Palazzo Pitti untill the 1st of December 2024. The exhibition consists of sixteen works by the Italian painter and internationally recognized contemporary master, who passed away in 2021 at the age of 90 in New York, and is curated by Clayton Calvert, executive director of The Carlo Maria Mariani and Carol Lane Mariani Foundation of New York and the art critic Vittorio Sgarbi. The exhibition covers a time span of over 50 years of the artist's production from 1968 to 2019 and includes contributions from the Foundation that bears his name, from the MART of Trento and Rovereto, from the Achille Forti Modern Art Gallery Collection of Verona, from Museo del Novecento in Milan and from the Antonio Martino Collection in Rome. “It is integral and implacable, positioning itself between Canova and Winkelmann, the return in Carlo Maria Mariani, the nostos: it is no longer a return to order, it is the recomposition of a lost world, an anastylosis in painting – states Vittorio Sgarbi. Mariani goes beyond David and concedes nothing to the present. His neoclassicism is reconstructed in the light of Surrealism, in a continuous projection of the dream [...]. His neoclassicism is not ideological, it is sentimental, it is Italy seen by a traveler who comes from afar, in his case who goes away to see it again"".",https://www.uffizi.it/en/events/carlo-maria-mariani,"Found on the venue's ""past 2024"" listing page. No closing date found anywhere on the venue's pages."
uffizi,Self-portraits on paper by 19th-century Masters,,,"In the rooms frescoed by Luigi Ademollo on the first floor of the Uffizi, self-portraits on paper by great Masters from the Department of Prints and Drawings' collections undergo a new rotation. The new arrangements is dedicated to the nineteenth century, a century in which self-awareness and the urgency to spread one's effigy became stronger among artists, who therefore used all the means, especially drawing and engraving. The exhibition takes account of the different techniques and forms of self-representation, examining the artists who taught at the Academy of Florence or attended it - such as Baldassarre Calamai, who in 1844 portrayed himself in a pencil sketch, or more controversial characters - such as the counterfeiter Egisto Rossi, here represented with three drawings. Among the most significant self-portraits drawn at the end of the century, undoubtedly worth mentioning are the two carried out by the Florentine sculptor Adriano Cecioni (pen) and by the Ticino painter Antonio Ciseri (pencil), who moved to Florence at a very young age. In art prints, the 19th century is represented by three great names: Domenico Morelli, with a recently purchased rare engraving executed during his stay in Florence in 1852 on view next to another unpublished version of the same subject; Federico Faruffini, with his singular and tormented self-portrait; and Giovanni Fattori, who closes the century with his famous etching on zinc here on display with the print and the engraved matrix. Finally, a tribute to a character who played a significant role in the history and formation of the Uffizi collection of works on paper: Anthony De Witt, whose self-portrait dating back to 1897 is exhibited in a captivating etching corrected with black pencil.",https://www.uffizi.it/en/events/self-portraits-on-paper-by-18th-century-masters,"Found on the venue's ""past 2024"" listing page. The venue's page shows only ""6 August to 27 October"" for this exhibition's dates — no year is published anywhere."
uffizi,Self-portraits on paper by 18th- and early 19th-century masters,2024-05-07,2024-08-04,"On display on the first floor of the Uffizi are a series of drawings and prints by artists from the late 18th and early 19th centuries like Benedetto Vincenzo De Greyss (Livorno 1724-Venezia 1759), Raffaello Morghen and Luigi Sabatelli. Curated by Luisa Berretti, Laura Donati and Donatella Fratini, the selection of works is part of the rotating exhibition programme of works on paper from the Department of Prints and Drawings, which due to their fragile nature, and in order not to alter their state of preservation, can only be exhibited for short periods of time and under constant and monitored conditions of light, temperature and humidity. The collection of the Uffizi's Department of Prints and Drawings is one of the most important collections of graphic art in the world in terms of artistic value and number of works preserved (about 180,000 sheets). Self-portraits on paper by 18th- and early 19th-century masters",https://www.uffizi.it/en/events/self-portraits-on-paper-18th-and-early-19th-centuries,"Found on the venue's ""past 2024"" listing page. opening and closing date read from a sentence, not a date field: ""7 May to 4 August 2024""."
uffizi,Uffizi: on display two masterpieces damaged by the 1993 Georgofili mafia attack,2024-05-26,2024-07-28,"The exhibition is open from 26 May to 28 July 2024, on the ground floor of the Gallery, in a large room located at the beginning of the museum itinerary. Alongside, the projection of a video with the testimonies of the firefighters who provided first aid, and of the museum staff that on the very night of the attack hastened to limit the damages caused by the explosion. On the occasion of the 31st anniversary of the mafia bombing in Via dei Georgofili, two canvases by the Caravaggesque painter Bartolomeo Manfredi, which were damaged by the blast, are put on display.",https://www.uffizi.it/en/events/georgofili-commemoration-2024,"Found on the venue's ""past 2024"" listing page. opening and closing date read from a sentence, not a date field: ""26 May to 28 July 2024""."
uffizi,Manufacturing Beauty. The Follonica manufactory and artistic culture in the Grand Duchy of Tuscany,,,"Follonica has decided to celebrate its artistic and cultural history associated with the production of cast-iron artefacts with an exhibition. From 24 March to 30 June, the “Fonderia 1” foundry in the ex-Ilva area will be hosting Manufacturing Beauty. The Follonica manufactory and artistic culture in the Grand Duchy of Tuscany, promoted and organised by the Comune di Follonica as part of the “Lands of the Uffizi”, a project devised and produced by the Gallerie degli Uffizi and the Fondazione CR Firenze in the context of their respective “Uffizi Diffusi” and “Piccoli Grandi Musei” schemes. The exhibition focuses on Grand Duke Leopoldo II of Lorraine’s “dream” of establishing an artistic manufactory for the production of cast iron in the Maremma. This “new” material, a product of the industrial revolution that was being used throughout Europe to create bold new masterpieces of architecture, was chosen by Grand Duke Leopoldo to become Tuscany's primary “raw material”. He selected Follonica as the ideal setting for his scheme in continuity with the Medici's “iron policy”, which had earlier forged a bond in the region between the mass of iron ore being mined on the Isle of Elba and the thickly forested area around Follonica with its endless waterways. The result was the establishment of the Magona. The exhibition housed in the extensive halls of the ""Fonderia 1"" foundry, one of the 19th century manufactory's most representative buildings, explores the interaction between Follonica's manufacturing apparatus and the artistic and political context in Florence that first spawned the project. ""Manufacturing Beauty"" sets out to illustrate the idea of a manufactory (whence the modern word ""factory"") as a crucible of artistic and industrial research, which was exactly the situation in Follonica at the height of the grand ducal foundries' activity, revealing how the experimentation in which the foundries engaged perfectly reflected the national and international debate prevalent",https://www.uffizi.it/en/events/manufacturing-beauty-the-follonica-manufactory-and-artistic-culture-in-the-grand,"Found on the venue's ""past 2024"" listing page. The venue's page shows only ""24 March to 30 June"" for this exhibition's dates — no year is published anywhere."
uffizi,Self-portraits on paper by 16th- and 17th-century Masters,,,"The rooms frescoed by Luigi Ademollo on the first floor of the Uffizi host an exhibition on a series of self-portraits on paper by 16th- and 17th-century Masters, which, for conservative reasons, are rarely exhibited to the public. It is a unique opportunity to ""meet the gaze"" of great artists such as Fra Bartolomeo, Pontormo, Cristofano Allori, Federico Zuccari up to Luca Giordano, Hans Holbein the Younger, Rembrandt and many others. A selection of 41 works, curated by Luisa Berretti, Laura Donati and Donatella Fratini, which is part of the rotating exhibition program of the works on paper of the Department of Prints and Drawings, as due to their inherent frailty and in order not to alter their state of conservation. In fact, they can only be exhibited for short periods and to constantly monitored conditions of light, temperature and humidity. Next rotation is scheduled for the beginning of May, and will involve 18th- and 19th-century artists. The collection of the Department of Prints and Drawings of the Uffizi is one of the most important graphics collections in the world in terms of artistic value and number of works preserved (approximately 180,000 sheets). Its first nucleus is due to Cardinal Leopoldo de'Medici, who systematically arranged and organized it as of the mid-17th century, although some drawings had entered the Medici collections already in the 16th century thanks to Cosimo I de'Medici, first Grand Duke of Tuscany. Besides being a historical evidence of the refined patronage of the Grand Dukes and not only, the collection is anything but closed. It is constantly growing thanks to continuous purchases and donations of old and contemporary works.",https://www.uffizi.it/en/events/self-portraits-on-paper-by-16th-and-17-century-masters,"Found on the venue's ""past 2024"" listing page. The venue's page shows only ""6 February to 28 April"" for this exhibition's dates — no year is published anywhere."
brera,Beauty and the Ideal,2025-05-16,2027-05-17,"From May 16, 2025, Room 1 of the Pinacoteca di Brera will be transformed to host “Beauty and the Ideal,” an unmissable exhibition dedicated to Antonio Canova. Twelve plaster busts restored by Banca Ifis, including the marble Vestal and enameled miniatures from the Sommariva collection, offer a unique journey into Neoclassicism, the founding heart of the Milanese museum. The Pinacoteca di Brera opens to the public, from May 16, 2025, “Beauty and the Ideal,” a new exhibition entirely dedicated to Antonio Canova. Protagonists are 12 plaster busts restored and lent by Banca Ifis, presented for the first time in Milan in the renovated Room 1. Alongside these masterpieces, the Vestal, a precious marble bust by the neoclassical master, returns to Brera after more than a century, along with a selection of enameled miniatures from the collection of Giovanni Battista Sommariva, a key figure in Napoleonic art. The rearrangement enhances the sculpture as an integral part of the museum itinerary and celebrates the link between Brera and Neoclassicism.",https://pinacotecabrera.org/en/news/mostra/beauty-and-the-ideal/,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past"" page. Also listed on the venue's ""past"" page."
brera,Pinacoteca viaggiante,,2025-05-16,"The wealthy Count Giovanni Battista Sommariva (1757-1826), a fervent supporter of Napoleon, was the greatest collector of the Neoclassical era, as well as a great patron, commissioner, and protector of artists, especially French ones. Between 1810 and 1825, the count commissioned five highly skilled miniaturists of the time (Adèle Chavassieu d’Haudebert, Henri L’Evêque, Pierre Édouard Gautier Dagoty, Giambattista Gigola, and Abraham Constantin) to reproduce many of the paintings in his collection on enamel. He thus created a “portable pinacoteca” that accompanied him on his numerous trips around Europe, proudly displaying it as his personal calling card. Nobles, princes, diplomats, ambassadors, intellectuals, and ladies who frequented the salons of the European nobility of his time observed the small paintings with wonder and amazement: a veritable “traveling pinacoteca.” Consisting of 99 beautiful miniatures in enamel on copper framed by fine gilded bronze frames, the “catalog” made great art prêt-à-porter. Exhibitions and Events Department tel. 02 72263.259 – 266 mostre-eventi.brera@cultura.gov.it Communications Department tel. 02 72263.259 – 266 comunicazione.brera@ cultura.gov.it",https://pinacotecabrera.org/en/news/mostra/pinacoteca-viaggiante/,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past"" page. Also listed on the venue's ""past"" page. No opening date published while this exhibition is running."
brera,Giovanni Agostino da Lodi. An itinerant painter between Leonardo and Giorgione,2026-05-26,2026-09-13,"Scientific Committee: Alessandro Ballarin, Francesco Frangi, Mauro Natale, Maria Cristina Passoni, Cristina Quattrini, Edoardo Rossetti 46 works brought together for the first time reconstruct his career and the context in which it developed. Alongside his paintings, masterworks by Bramantino, Giovanni Bellini, Giorgione, Dürer, Lorenzo Lotto and Girolamo Romanino, the masters with whom Giovanni Agostino engaged, reinterpreting them in an entirely personal way. Giovanni Agostino da Lodi. Born in Lodi, he trained in Milan in the circle of Bramante and Bramantino before moving to Venice at the end of the fifteenth century, where he worked for over a decade absorbing the language of the city’s great masters. He returned to Milan around 1510, where he worked on major commissions including Santa Maria della Pace and the Certosa di Pavia. His is a story of belated recognition. For centuries his works were attributed to other painters. It was only in the early twentieth century that the art historian Wilhelm von Bode began grouping together, under the provisional name “Pseudo Boccaccino”, a set of paintings with an unmistakable style. The painter’s true identity emerged thanks to a signature on a small panel held at Brera, published in 1912, though his full critical rehabilitation only came at the end of the last century. What makes Giovanni Agostino da Lodi unique is his ability to move between two distinct pictorial culturesm Milanese and Venetianm without fully belonging to either. In Venice he absorbed the influence of Alvise Vivarini, then Giorgione. The echo of Leonardo, evident even in his rare drawings, betrays his returns to his home city. And among all the painters of his time, he was one of those most deeply marked by Dürer’s second Venetian sojourn, between 1505 and 1507.",https://pinacotecabrera.org/en/news/mostra/giovanni-agostino-da-lodi-a-traveling-painter-between-leonardo-and-giorgione/,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past"" page. Also listed on the venue's ""past"" page."
brera,Oman and Italy: Two Millennia of Cross-Civilisational Dialogue,2026-06-18,2026-09-13,"Curated by S. E. Jamal Hassan Al-Moosawi, Segretario Generale del National Museum of Oman Where Biblioteca Nazionale Braidense, Sala Maria Teresa When June 18–September 13, 2026 Hours Monday: 9:30 AM – 6:00 PM (access via the Library only; last admission at 5:30 PM) Tuesday through Friday: 9:30 AM – 6:00 PM (last admission at 5:30 PM)",https://pinacotecabrera.org/en/news/mostra/oman-and-italy-two-millennia-of-cross-civilisational-dialogue/,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past"" page. Also listed on the venue's ""past"" page."
brera,[upcoming page],,,,https://pinacotecabrera.org/en/exhibitions-and-events/exhibitions/?current_page=1&date=scheduled,"The venue's ""upcoming"" listing page loaded but no exhibitions could be read from it. Marker row, not an exhibition."
brera,"Giorgio Armani. Milano, per amore",,2026-05-03,"Over 120 creations trace Armani’s style while reimagining the path through the museum. Painting and fashion intertwine, inviting visitors to engage with unexpected visual and material juxtapositions. Giorgio Armani has often spoken of his love for Brera, the neighbourhood he chose to live and work in, and whose dual soul, both cultured and deeply vital, he admired, with its blend of elegance and artistic freedom. When From September 24, 2025, to January 11, 2026 Extended until May 3, 2026 Hours Tuesday to Sunday: 8:30 a.m. to 7:15 p.m. (last admission at 6:00 p.m.)",https://pinacotecabrera.org/en/news/mostra/giorgio-armani-milano-per-amore/,"Found on the venue's ""past"" listing page. No opening date published while this exhibition is running."
